DATASET_TITLE,Number of People Living in Households (UV51),,,,,,FROM,Apr-2001,Apr-2001,Apr-2001,Apr-2001,Apr-2001,Apr-2001,Apr-2001,Apr-2001,Apr-2001
"G","East of England","22","Essex","22UD","Brentwood",,,28767,8171,10479,4299,4088,1375,281,58,16
"G","East of England","22","Essex","22UE","Castle Point",,,35279,9039,12751,5544,5507,1944,386,73,35
"G","East of England","22","Essex","22UF","Chelmsford",,,64564,17663,22831,9875,10020,3303,680,133,59
"G","East of England","22","Essex","22UG","Colchester",,,63706,18027,22836,9777,8872,3137,822,162,73
"G","East of England","22","Essex","22UH","Epping Forest",,,50590,14705,17382,7949,7159,2566,663,108,58
"G","East of England","22","Essex","22UJ","Harlow",,,33185,9799,11246,5495,4436,1648,440,91,30
"G","East of England","22","Essex","22UK","Maldon",,,24189,6103,8974,3696,3715,1323,297,50,31
"G","East of England","22","Essex","22UL","Rochford",,,31952,7941,11802,5036,5046,1707,326,71,23
"G","East of England","22","Essex","22UN","Tendring",,,61411,19999,23602,7413,6869,2584,698,159,87
"G","East of England","22","Essex","22UQ","Uttlesford",,,27519,6801,10154,4226,4379,1541,334,64,20
"G","East of England","26","Hertfordshire","26UB","Broxbourne",,,34933,8922,11805,5925,5663,2076,434,76,32
"G","East of England","26","Hertfordshire","26UC","Dacorum",,,55908,15128,19390,8902,8507,3038,749,125,69
"G","East of England","26","Hertfordshire","26UD","East Hertfordshire",,,52084,13437,18724,8513,7937,2649,678,111,35
"G","East of England","26","Hertfordshire","26UE","Hertsmere",,,37869,10317,12764,6238,5706,2204,518,84,38
"G","East of England","26","Hertfordshire","26UF","North Hertfordshire",,,48810,14118,17274,7285,6905,2426,625,121,56
"G","East of England","26","Hertfordshire","26UG","St Albans",,,52659,14421,18544,7994,7910,2870,683,147,90
"G","East of England","26","Hertfordshire","26UH","Stevenage",,,32754,9412,11029,5105,4722,1843,486,109,48
"G","East of England","26","Hertfordshire","26UJ","Three Rivers",,,33439,8972,11499,5394,5024,1937,474,97,42
"G","East of England","26","Hertfordshire","26UK","Watford",,,32350,9594,10485,4955,4666,1870,546,145,89
"G","East of England","26","Hertfordshire","26UL","Welwyn Hatfield",,,39844,11437,13636,6259,5679,2125,551,111,46
"G","East of England","33","Norfolk","33UB","Breckland",,,50715,13814,19638,7325,6858,2271,640,119,50
"G","East of England","33","Norfolk","33UC","Broadland",,,50009,12681,20419,7450,7006,2009,342,73,29
"G","East of England","33","Norfolk","33UD","Great Yarmouth",,,39380,12223,14212,5917,4829,1694,349,109,47
"G","East of England","33","Norfolk","33UE","King's Lynn and West Norfolk",,,58338,16252,23721,8247,7021,2381,535,123,58
"G","East of England","33","Norfolk","33UF","North Norfolk",,,43502,12954,18307,5676,4550,1545,341,96,33
"G","East of England","33","Norfolk","33UG","Norwich",,,54584,20257,18495,7376,5683,1995,536,176,66
"G","East of England","33","Norfolk","33UH","South Norfolk",,,46607,12061,18855,6798,6433,1881,442,105,32
"G","East of England","42","Suffolk","42UB","Babergh",,,34863,9466,13340,5194,4806,1559,401,71,26
"G","East of England","42","Suffolk","42UC","Forest Heath",,,23018,6712,8137,3589,3183,1092,238,43,24
"G","East of England","42","Suffolk","42UD","Ipswich",,,49869,16170,16642,7076,6663,2314,657,223,124
"G","East of England","42","Suffolk","42UE","Mid Suffolk",,,35396,8724,13829,5297,5204,1856,380,72,34
"G","East of England","42","Suffolk","42UF","St Edmundsbury",,,40560,10885,15527,6248,5496,1841,446,82,35
"G","East of England","42","Suffolk","42UG","Suffolk Coastal",,,49025,14295,18762,6522,6383,2290,545,165,63
"G","East of England","42","Suffolk","42UH","Waveney",,,48424,14467,18500,6690,5938,1985,567,190,87
"H","London",,,"00AA","City of London",,,4339,2623,1176,359,125,32,16,5,3
"H","London",,,"00AB","Barking and Dagenham",,,67273,20713,20487,10959,9528,3996,1237,230,123
"H","London",,,"00AC","Barnet",,,126944,39751,37241,20465,18059,8087,2261,635,445
"H","London",,,"00AD","Bexley",,,89451,25763,28810,14449,13727,5104,1235,253,110
"H","London",,,"00AE","Brent",,,99991,28948,27183,16529,15259,7695,2941,820,616
"H","London",,,"00AF","Bromley",,,125866,38806,42298,19556,17497,6138,1197,257,117
"H","London",,,"00AG","Camden",,,91603,42217,24446,11694,7548,3149,1901,332,316
"H","London",,,"00AH","Croydon",,,138999,46069,41463,22298,18522,7590,2311,489,257
"H","London",,,"00AJ","Ealing",,,118023,36055,33435,18444,17451,7995,3292,801,550
"H","London",,,"00AK","Enfield",,,110398,34681,31330,17624,16910,7611,1678,341,223
"H","London",,,"00AL","Greenwich",,,92788,34002,26598,13889,11611,4474,1700,319,195
"H","London",,,"00AM","Hackney",,,86042,34805,21847,11133,9130,5134,2620,564,809
"H","London",,,"00AN","Hammersmith and Fulham",,,75438,30385,22273,10313,7269,3496,1368,201,133
"H","London",,,"00AP","Haringey",,,92170,33053,26285,14270,10858,5179,1716,466,343
"H","London",,,"00AQ","Harrow",,,79112,20705,23728,13456,13227,5408,1941,399,248
"H","London",,,"00AR","Havering",,,91722,25618,30729,14672,13987,5227,1170,232,87
"H","London",,,"00AS","Hillingdon",,,96643,27694,30642,15425,14601,5620,2000,436,225
"H","London",,,"00AT","Hounslow",,,83994,25383,23908,13790,12606,5489,2080,473,265
"H","London",,,"00AU","Islington",,,82281,36305,22690,10470,7471,3552,1387,241,165
"H","London",,,"00AW","Kensington and Chelsea",,,79146,38454,21932,8530,5734,2778,1483,148,87
"H","London",,,"00AX","Kingston upon Thames",,,61426,19740,19543,9333,8544,3009,1018,161,78
"H","London",,,"00AY","Lambeth",,,118447,44924,34665,19306,11300,4976,2602,372,302
"H","London",,,"00AZ","Lewisham",,,107412,37413,32429,16924,12633,6058,1343,404,208
"H","London",,,"00BA","Merton",,,78884,25351,24434,12552,10353,4274,1466,302,152
"H","London",,,"00BB","Newham",,,91821,31251,20975,13588,12299,7584,3845,1182,1097
"H","London",,,"00BC","Redbridge",,,92288,26852,26787,14185,14302,6882,2237,621,422
"H","London",,,"00BD","Richmond upon Thames",,,76146,27043,24435,10803,9530,3132,991,146,66
"H","London",,,"00BE","Southwark",,,105806,39509,30503,16587,11029,5031,2511,388,248
"H","London",,,"00BF","Sutton",,,76402,25273,23914,11145,10697,3956,1140,200,77
"H","London",,,"00BG","Tower Hamlets",,,78530,30573,20962,9246,6921,4927,3091,1205,1605
"H","London",,,"00BH","Waltham Forest",,,89788,29727,26187,14239,11201,5598,1727,651,458
"H","London",,,"00BJ","Wandsworth",,,115653,42288,36494,17482,12001,5017,1807,352,212
"H","London",,,"00BK","Westminster",,,91172,44914,25404,10163,6567,2749,1089,160,126
"J","South East",,,"00LC","Medway",,,99566,26879,32655,16700,15213,5935,1686,333,165
"J","South East",,,"00MA","Bracknell Forest",,,43392,11739,14182,7254,7166,2264,653,98,36
"J","South East",,,"00MB","West Berkshire",,,57360,14076,20694,9718,8833,3101,721,161,56
"J","South East",,,"00MC","Reading",,,57877,17397,19133,9059,7583,3345,917,289,154
"J","South East",,,"00MD","Slough",,,44987,12434,13304,6716,6733,3741,1333,390,336
"J","South East",,,"00ME","Windsor and Maidenhead",,,54261,15160,19027,8752,7651,2779,656,137,99
"J","South East",,,"00MF","Wokingham",,,57272,12963,20234,9628,10058,3368,819,134,68
"J","South East",,,"00MG","Milton Keynes",,,83359,22488,27535,14170,13008,4548,1111,340,159
"J","South East",,,"00ML","Brighton and Hove",,,114479,45046,38390,14012,11438,4193,1004,256,140
"J","South East",,,"00MR","Portsmouth",,,78719,25871,25777,11965,9853,3726,1160,236,131
"J","South East",,,"00MS","Southampton",,,91217,31465,28642,12972,10980,5109,1432,391,226
"J","South East",,,"00MW","Isle of Wight",,,57519,18052,22014,7591,6668,2368,607,146,73
"J","South East","11","Buckinghamshire","11UB","Aylesbury Vale",,,64526,15696,22887,10707,10127,3693,1047,208,161
"J","South East","11","Buckinghamshire","11UC","Chiltern",,,35275,8546,12900,5580,5564,2019,533,96,37
"J","South East","11","Buckinghamshire","11UE","South Bucks",,,24781,6454,8882,3839,3683,1387,420,67,49
"J","South East","11","Buckinghamshire","11UF","Wycombe",,,63504,16116,21888,10388,9624,3748,1198,311,231
"J","South East","21","East Sussex","21UC","Eastbourne",,,40918,15418,14202,5099,4013,1674,367,99,46
"J","South East","21","East Sussex","21UD","Hastings",,,37604,13720,12162,5204,4064,1808,473,117,56
"J","South East","21","East Sussex","21UF","Lewes",,,39728,12332,14833,5282,4791,1932,419,94,45
"J","South East","21","East Sussex","21UG","Rother",,,38114,12588,15270,4401,3817,1502,386,99,51
"J","South East","21","East Sussex","21UH","Wealden",,,58274,15654,22901,8216,7804,2867,654,134,44
"J","South East","24","Hampshire","24UB","Basingstoke and Deane",,,61722,15645,22021,10305,9578,3056,866,180,71
"J","South East","24","Hampshire","24UC","East Hampshire",,,43625,10817,16338,6861,6673,2257,540,94,45
"J","South East","24","Hampshire","24UD","Eastleigh",,,47001,11986,16700,7483,7633,2488,553,107,51
"J","South East","24","Hampshire","24UE","Fareham",,,43577,10285,17120,6905,6634,2027,497,80,29
"J","South East","24","Hampshire","24UF","Gosport",,,31337,8758,11386,5024,4189,1413,443,81,43
"J","South East","24","Hampshire","24UG","Hart",,,32470,7271,11904,5411,5694,1738,372,51,29
"J","South East","24","Hampshire","24UH","Havant",,,48460,12869,18306,7497,6496,2372,706,145,69
"J","South East","24","Hampshire","24UJ","New Forest",,,71985,19933,28594,10035,9235,3155,816,148,69
"J","South East","24","Hampshire","24UL","Rushmoor",,,35263,8825,12052,5714,5863,2073,572,117,47
"J","South East","24","Hampshire","24UN","Test Valley",,,44134,10727,16483,6987,6992,2311,488,108,38
"J","South East","24","Hampshire","24UP","Winchester",,,43132,12070,16006,6344,6069,2020,491,91,41
"J","South East","29","Kent","29UB","Ashford",,,41450,10323,15596,6414,6186,2140,585,141,65
"J","South East","29","Kent","29UC","Canterbury",,,55584,16602,20052,8176,6803,2929,786,161,75
"J","South East","29","Kent","29UD","Dartford",,,35240,9864,12166,5647,5132,1865,442,84,40
"J","South East","29","Kent","29UE","Dover",,,44314,13413,16083,6824,5349,1969,487,116,73
"J","South East","29","Kent","29UG","Gravesham",,,38266,10401,12823,5914,5855,2315,682,178,98
"J","South East","29","Kent","29UH","Maidstone",,,56454,14583,20610,8912,8649,2780,697,163,60
"J","South East","29","Kent","29UK","Sevenoaks",,,44364,11556,16015,6918,6809,2307,554,150,55
"J","South East","29","Kent","29UL","Shepway",,,41155,12633,15078,6083,4732,1947,513,117,52
"J","South East","29","Kent","29UM","Swale",,,49257,12967,17437,8106,6957,2720,800,186,84
"J","South East","29","Kent","29UN","Thanet",,,55228,18680,19374,7651,6028,2487,683,212,113
"J","South East","29","Kent","29UP","Tonbridge and Malling",,,42735,10344,15351,6983,7067,2253,541,146,50
"J","South East","29","Kent","29UQ","Tunbridge Wells",,,42695,12431,14985,6175,6156,2231,517,152,48
"J","South East","38","Oxfordshire","38UB","Cherwell",,,53225,13623,19385,8870,7780,2579,741,163,84
"J","South East","38","Oxfordshire","38UC","Oxford",,,51732,17580,15740,8410,6044,2676,905,212,165
"J","South East","38","Oxfordshire","38UD","South Oxfordshire",,,52105,13481,19333,8200,7650,2670,624,92,55
"J","South East","38","Oxfordshire","38UE","Vale of White Horse",,,45759,11063,17136,7368,7033,2324,663,125,47
"J","South East","38","Oxfordshire","38UF","West Oxfordshire",,,38397,9555,14368,6037,5817,1987,499,91,43
"J","South East","43","Surrey","43UB","Elmbridge",,,50621,14681,17197,7938,7454,2675,529,103,44
"J","South East","43","Surrey","43UC","Epsom and Ewell",,,27362,7351,9676,4455,4140,1364,290,54,32
"J","South East","43","Surrey","43UD","Guildford",,,52350,15217,18387,7811,7148,2845,763,120,59
"J","South East","43","Surrey","43UE","Mole Valley",,,33622,9725,12391,4670,4525,1773,447,60,31
"J","South East","43","Surrey","43UF","Reigate and Banstead",,,51694,15018,17953,7574,7337,2883,741,119,69
"J","South East","43","Surrey","43UG","Runnymede",,,31656,9363,11127,4759,4420,1512,365,72,38
"J","South East","43","Surrey","43UH","Spelthorne",,,38392,11324,13422,5994,5306,1862,367,90,27
"J","South East","43","Surrey","43UJ","Surrey Heath",,,31721,7529,11485,5373,5190,1684,367,70,23
"J","South East","43","Surrey","43UK","Tandridge",,,31641,8531,11228,4669,4705,1818,588,68,34
"J","South East","43","Surrey","43UL","Waverley",,,47176,13284,17302,7114,6172,2518,653,98,35
"J","South East","43","Surrey","43UM","Woking",,,36941,10449,12725,5693,5445,1866,514,140,109
"J","South East","45","West Sussex","45UB","Adur",,,25870,8046,9579,3473,3292,1090,273,85,32
"J","South East","45","West Sussex","45UC","Arun",,,62733,20578,24571,7610,6773,2337,655,151,58
"J","South East","45","West Sussex","45UD","Chichester",,,45796,13798,17882,6087,5360,1930,608,92,39
"J","South East","45","West Sussex","45UE","Crawley",,,40382,10837,13965,6402,5986,2283,675,156,78
"J","South East","45","West Sussex","45UF","Horsham",,,50037,13336,18806,7503,7252,2373,604,116,47
"J","South East","45","West Sussex","45UG","Mid Sussex",,,51969,13970,18838,8166,7677,2548,630,96,44
"J","South East","45","West Sussex","45UH","Worthing",,,44128,16052,15470,5393,4919,1737,440,77,40
"K","South West",,,"00HA","Bath and North East Somerset",,,71115,21698,25468,10276,9042,3525,878,147,81
"K","South West",,,"00HB","Bristol, City of",,,162090,54004,53878,23738,19459,7976,2078,613,344
"K","South West",,,"00HC","North Somerset",,,79985,23325,29841,11615,10499,3638,834,147,86
"K","South West",,,"00HD","South Gloucestershire",,,99038,24374,36582,15799,15694,5155,1142,213,79
"K","South West",,,"00HG","Plymouth",,,102540,32921,35110,15324,13075,4437,1212,306,155
"K","South West",,,"00HH","Torbay",,,57420,19340,21103,7596,6228,2339,623,114,77
"K","South West",,,"00HN","Bournemouth",,,72212,25481,25364,9387,7820,3008,880,182,90
"K","South West",,,"00HP","Poole",,,59047,17042,22542,8605,7638,2399,613,157,51
"K","South West",,,"00HX","Swindon",,,75154,21080,26457,12239,10577,3653,825,230,93
"K","South West","15","Cornwall and Isles of Scilly","15UB","Caradon",,,33829,9398,13139,5019,4362,1457,356,69,29
"K","South West","15","Cornwall and Isles of Scilly","15UC","Carrick",,,38598,12156,14480,5470,4420,1510,433,88,41
"K","South West","15","Cornwall and Isles of Scilly","15UD","Kerrier",,,39478,11578,14618,6034,4908,1656,516,128,40
"K","South West","15","Cornwall and Isles of Scilly","15UE","North Cornwall",,,34353,10030,13195,4784,4191,1513,506,87,47
"K","South West","15","Cornwall and Isles of Scilly","15UF","Penwith",,,28080,9379,10161,3940,3119,1089,301,64,27
"K","South West","15","Cornwall and Isles of Scilly","15UG","Restormel",,,40476,11989,14831,5954,5126,1786,613,116,61
"K","South West","15","Cornwall and Isles of Scilly","15UH","Isles of Scilly",,,882,239,357,137,103,33,10,0,3
"K","South West","18","Devon","18UB","East Devon",,,55011,16334,23054,6785,5890,2223,565,116,44
"K","South West","18","Devon","18UC","Exeter",,,46573,15489,16114,6287,5540,2260,697,118,68
"K","South West","18","Devon","18UD","Mid Devon",,,28930,7719,11092,4151,3972,1488,395,85,28
"K","South West","18","Devon","18UE","North Devon",,,36776,10252,14281,5353,4600,1698,436,100,56
"K","South West","18","Devon","18UG","South Hams",,,34810,9766,13902,4818,4401,1484,336,81,22
"K","South West","18","Devon","18UH","Teignbridge",,,51417,14940,20039,7136,6352,2183,604,109,54
"K","South West","18","Devon","18UK","Torridge",,,24870,6935,9897,3372,3025,1189,327,86,39
"K","South West","18","Devon","18UL","West Devon",,,20189,5455,8095,2750,2573,1009,246,41,20
"K","South West","19","Dorset","19UC","Christchurch",,,20612,6539,8562,2461,2159,687,148,43,13
"K","South West","19","Dorset","19UD","East Dorset",,,35668,8945,15340,4902,4470,1526,400,51,34
"K","South West","19","Dorset","19UE","North Dorset",,,25248,7074,10077,3497,3070,1129,327,54,20
"K","South West","19","Dorset","19UG","Purbeck",,,18804,5179,7537,2588,2388,819,226,46,21
"K","South West","19","Dorset","19UH","West Dorset",,,40510,12370,16422,5173,4458,1571,417,77,22
"K","South West","19","Dorset","19UJ","Weymouth and Portland",,,27156,8281,10279,3935,3117,1080,342,90,32
"K","South West","23","Gloucestershire","23UB","Cheltenham",,,48164,16562,16827,6436,5556,2033,599,101,50
"K","South West","23","Gloucestershire","23UC","Cotswold",,,34424,9977,13315,4857,4299,1489,391,68,28
"K","South West","23","Gloucestershire","23UD","Forest of Dean",,,32530,8358,12175,5213,4610,1605,410,104,55
"K","South West","23","Gloucestershire","23UE","Gloucester",,,45765,13821,15353,7145,6249,2243,692,161,101
"K","South West","23","Gloucestershire","23UF","Stroud",,,44617,12189,16494,6834,6168,2159,610,112,51
"K","South West","23","Gloucestershire","23UG","Tewkesbury",,,32372,9002,12311,4811,4387,1374,387,68,32
"K","South West","40","Somerset","40UB","Mendip",,,42881,12141,15835,6303,6013,1890,537,110,52
"K","South West","40","Somerset","40UC","Sedgemoor",,,44432,12272,16982,6515,5949,1966,604,97,47
"K","South West","40","Somerset","40UD","South Somerset",,,63769,18032,24628,9014,8338,2848,718,128,63
"K","South West","40","Somerset","40UE","Taunton Deane",,,43880,13577,16173,6320,5444,1741,488,94,43
"K","South West","40","Somerset","40UF","West Somerset",,,15625,5158,6311,1803,1596,481,206,52,18
"K","South West","46","Wiltshire","46UB","Kennet",,,29565,7581,11236,4593,4337,1391,339,65,23
"K","South West","46","Wiltshire","46UC","North Wiltshire",,,50275,12541,18653,7733,8048,2541,614,107,38
"K","South West","46","Wiltshire","46UD","Salisbury",,,47408,13419,17590,7193,6434,2084,554,93,41
"K","South West","46","Wiltshire","46UF","West Wiltshire",,,49407,13868,18362,7110,7055,2299,548,110,55
,,,,"00NA","Isle of Anglesey",,,28356,8289,10229,4411,3570,1371,388,74,24
,,,,"00NC","Gwynedd",,,49237,15897,16476,7284,6037,2550,797,132,64
,,,,"00NE","Conwy",,,48062,15739,17509,6692,5290,2024,613,138,57
,,,,"00NG","Denbighshire",,,39891,12866,13750,5847,4844,1826,600,101,57
,,,,"00NJ","Flintshire",,,60539,16068,20875,10341,9050,3072,907,161,65
,,,,"00NL","Wrexham",,,53226,15227,18210,8667,7494,2785,688,109,46
,,,,"00NN","Powys",,,53865,16234,19550,7687,6757,2734,730,117,56
,,,,"00NQ","Ceredigion",,,30972,9365,11405,4309,3517,1591,593,123,69
,,,,"00NS","Pembrokeshire",,,48176,13712,17891,7386,6026,2239,732,134,56
,,,,"00NU","Carmarthenshire",,,73112,21903,25357,11918,9353,3365,977,169,70
,,,,"00NX","Swansea",,,94400,29046,31816,15289,12213,4561,1090,233,152
,,,,"00NZ","Neath Port Talbot",,,57609,17436,19255,10203,7674,2362,540,107,32
,,,,"00PB","Bridgend",,,53342,14480,18708,9543,7415,2501,533,107,55
,,,,"00PD","The Vale of Glamorgan",,,48753,12987,17466,8176,6725,2563,670,119,47
,,,,"00PF","Rhondda, Cynon, Taff",,,94553,25899,31300,16983,14111,4712,1104,327,117
,,,,"00PH","Merthyr Tydfil",,,23145,6685,7366,4225,3345,1136,276,77,35
,,,,"00PK","Caerphilly",,,69341,18393,23552,12759,10070,3476,766,225,100
,,,,"00PL","Blaenau Gwent",,,29585,8910,9687,5175,4073,1281,385,50,24
,,,,"00PM","Torfaen",,,37576,10317,13165,6207,5332,1953,471,89,42
,,,,"00PP","Monmouthshire",,,35193,9520,13147,5389,4883,1725,412,79,38
,,,,"00PR","Newport",,,56535,16074,19445,9321,7610,2985,799,195,106
,,,,"00PT","Cardiff",,,123580,37301,40009,19748,16134,7468,2043,557,320