DATASET_TITLE,"Domestic Energy Consumption, 2005",,,,,,FROM,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005,Jan-2005
"E12000006","East of England","E10000012","Essex","E07000076","Tendring",,,1275202,148411,169688,957103,38656,3839,27286,6219,51991,18409
"E12000006","East of England","E10000012","Essex","E07000077","Uttlesford",,,586578,86790,91364,408424,18129,4787,12797,7140,19126,21354
"E12000006","East of England","E10000015","Hertfordshire","E07000095","Broxbourne",,,804829,108577,78933,617319,24853,4369,14211,5554,33264,18558
"E12000006","East of England","E10000015","Hertfordshire","E07000096","Dacorum",,,1353875,178053,107469,1068352,41498,4291,18131,5927,53382,20013
"E12000006","East of England","E10000015","Hertfordshire","E07000097","East Hertfordshire",,,1204565,154965,155873,893726,33398,4640,23813,6546,43928,20345
"E12000006","East of England","E10000015","Hertfordshire","E07000098","Hertsmere",,,992136,118926,84829,788381,25856,4600,14183,5981,36712,21475
"E12000006","East of England","E10000015","Hertfordshire","E07000099","North Hertfordshire",,,1103071,148141,106464,848466,35341,4192,17129,6215,44070,19253
"E12000006","East of England","E10000015","Hertfordshire","E07000100","St Albans",,,1389774,186349,90195,1113230,42040,4433,14765,6109,51955,21427
"E12000006","East of England","E10000015","Hertfordshire","E07000101","Stevenage",,,691402,103262,40890,547250,26589,3884,7865,5199,31981,17112
"E12000006","East of England","E10000015","Hertfordshire","E07000102","Three Rivers",,,888090,108170,71739,708181,23300,4642,11871,6043,31601,22410
"E12000006","East of England","E10000015","Hertfordshire","E07000103","Watford",,,786470,90053,68512,627905,22663,3974,13427,5103,31754,19774
"E12000006","East of England","E10000015","Hertfordshire","E07000104","Welwyn Hatfield",,,972264,134069,68936,769258,32200,4164,11950,5769,40041,19212
"E12000006","East of England","E10000020","Norfolk","E07000143","Breckland",,,804346,110251,188960,505134,26490,4162,28514,6627,28322,17835
"E12000006","East of England","E10000020","Norfolk","E07000144","Broadland",,,1014155,128958,135456,749741,32386,3982,21418,6324,39642,18913
"E12000006","East of England","E10000020","Norfolk","E07000145","Great Yarmouth",,,704431,84611,126976,492843,22310,3793,20877,6082,29933,16465
"E12000006","East of England","E10000020","Norfolk","E07000146","King's Lynn and West Norfolk",,,942744,128061,255198,559485,30873,4148,36659,6961,31459,17785
"E12000006","East of England","E10000020","Norfolk","E07000147","North Norfolk",,,713144,94366,187157,431620,25012,3773,26884,6962,24151,17872
"E12000006","East of England","E10000020","Norfolk","E07000148","Norwich",,,1115302,125828,94602,894871,39707,3169,21130,4477,55073,16249
"E12000006","East of England","E10000020","Norfolk","E07000149","South Norfolk",,,727452,105374,177924,444154,25118,4195,25817,6892,23851,18622
"E12000006","East of England","E10000029","Suffolk","E07000200","Babergh",,,612259,82597,126567,403094,19615,4211,17925,7061,22067,18267
"E12000006","East of England","E10000029","Suffolk","E07000201","Forest Heath",,,404995,52611,95288,257096,12538,4196,12292,7752,14569,17647
"E12000006","East of England","E10000029","Suffolk","E07000202","Ipswich",,,1048603,118056,127263,803283,32520,3630,23512,5413,47579,16883
"E12000006","East of England","E10000029","Suffolk","E07000203","Mid Suffolk",,,507992,78216,156061,273716,18159,4307,21064,7409,15917,17196
"E12000006","East of England","E10000029","Suffolk","E07000204","St Edmundsbury",,,756851,98531,128234,530086,24643,3998,20144,6366,29922,17716
"E12000006","East of England","E10000029","Suffolk","E07000205","Suffolk Coastal",,,980490,124073,181858,674559,30750,4035,25343,7176,36375,18545
"E12000006","East of England","E10000029","Suffolk","E07000206","Waveney",,,980810,109393,139972,731445,29953,3652,23934,5848,42656,17148
"E12000007","London",,,"E09000001","City of London",,,62397,20582,5081,36734,4670,4407,850,5977,2432,15105
"E12000007","London",,,"E09000002","Barking and Dagenham",,,1295146,200875,103376,990895,53900,3727,17761,5820,64280,15415
"E12000007","London",,,"E09000003","Barnet",,,3411413,398281,285520,2727611,87112,4572,49512,5767,121215,22502
"E12000007","London",,,"E09000004","Bexley",,,2071889,356457,67934,1647498,84070,4240,9859,6891,86733,18995
"E12000007","London",,,"E09000005","Brent",,,2466106,335888,126730,2003488,86329,3891,22031,5752,98614,20316
"E12000007","London",,,"E09000006","Bromley",,,3220280,477829,136428,2606022,110378,4329,21652,6301,123341,21129
"E12000007","London",,,"E09000007","Camden",,,1610563,330124,42813,1237627,90276,3657,6822,6276,78112,15844
"E12000007","London",,,"E09000008","Croydon",,,3276830,435957,204720,2636153,104244,4182,36326,5636,130694,20170
"E12000007","London",,,"E09000009","Ealing",,,2706864,458877,68933,2179053,114773,3998,10228,6740,114158,19088
"E12000007","London",,,"E09000010","Enfield",,,2591716,321467,247556,2022692,76649,4194,44743,5533,102802,19676
"E12000007","London",,,"E09000011","Greenwich",,,1930603,350617,49215,1530771,93212,3762,7336,6709,90276,16957
"E12000007","London",,,"E09000012","Hackney",,,1671004,295652,51275,1324077,84817,3486,7859,6524,86510,15305
"E12000007","London",,,"E09000013","Hammersmith and Fulham",,,1486013,269228,34054,1182732,73696,3653,5381,6329,73335,16128
"E12000007","London",,,"E09000014","Haringey",,,2139711,257371,163585,1718755,67011,3841,33407,4897,92541,18573
"E12000007","London",,,"E09000015","Harrow",,,2150311,240078,155554,1754678,56888,4220,27799,5596,78538,22342
"E12000007","London",,,"E09000016","Havering",,,2243648,298144,161104,1784400,70104,4253,27631,5831,91882,19421
"E12000007","London",,,"E09000017","Hillingdon",,,2286458,360357,105036,1821064,85123,4233,17646,5952,92991,19583
"E12000007","London",,,"E09000018","Hounslow",,,1894940,344543,57094,1493303,83982,4103,8481,6732,79926,18684
"E12000007","London",,,"E09000019","Islington",,,1578343,284435,40200,1253708,84561,3364,5738,7006,83819,14957
"E12000007","London",,,"E09000020","Kensington and Chelsea",,,1518463,340375,50211,1127876,80256,4241,7603,6604,70550,15987
"E12000007","London",,,"E09000021","Kingston upon Thames",,,1441527,216840,79384,1145303,50172,4322,13191,6018,57443,19938
"E12000007","London",,,"E09000022","Lambeth",,,2371628,416181,56014,1899433,117833,3532,8298,6750,114997,16517
"E12000007","London",,,"E09000023","Lewisham",,,2262817,383257,67189,1812371,103737,3695,10389,6467,105243,17221
"E12000007","London",,,"E09000024","Merton",,,1711374,292038,48647,1370689,71275,4097,7127,6826,73519,18644
"E12000007","London",,,"E09000025","Newham",,,1841819,319261,55270,1467288,88431,3610,8825,6263,89818,16336
"E12000007","London",,,"E09000026","Redbridge",,,2268962,374020,61224,1833718,88478,4227,8937,6851,89898,20398
"E12000007","London",,,"E09000027","Richmond upon Thames",,,1894595,286606,81774,1526215,66408,4316,13623,6003,75761,20145
"E12000007","London",,,"E09000028","Southwark",,,1878755,372675,94299,1411780,106164,3510,13079,7210,100087,14106
"E12000007","London",,,"E09000029","Sutton",,,1688879,242351,120533,1325995,57988,4179,20061,6008,67676,19593
"E12000007","London",,,"E09000030","Tower Hamlets",,,1302391,276679,94634,931079,79717,3471,12967,7298,72059,12921
"E12000007","London",,,"E09000031","Waltham Forest",,,1961268,306671,82996,1571601,80980,3787,13803,6013,88490,17760
"E12000007","London",,,"E09000032","Wandsworth",,,2518609,442506,73164,2002938,117702,3760,10472,6987,115367,17361
"E12000007","London",,,"E09000033","Westminster",,,1765214,419724,87712,1257778,105799,3967,12420,7062,88271,14249
"E12000008","South East",,,"E06000035","Medway",,,2163076,290592,172747,1699737,73517,3953,31669,5455,98453,17264
"E12000008","South East",,,"E06000036","Bracknell Forest",,,966000,184906,37322,743771,38761,4770,5320,7015,39006,19068
"E12000008","South East",,,"E06000037","West Berkshire",,,1195686,273218,89838,832629,53263,5130,9924,9053,42617,19537
"E12000008","South East",,,"E06000038","Reading",,,1301849,230040,67368,1004441,54465,4224,9481,7106,55948,17953
"E12000008","South East",,,"E06000039","Slough",,,941642,160713,39814,741115,40186,3999,6186,6436,42453,17457
"E12000008","South East",,,"E06000040","Windsor and Maidenhead",,,1439842,269028,46702,1124112,54048,4978,5924,7884,51593,21788
"E12000008","South East",,,"E06000041","Wokingham",,,1462548,281882,33836,1146830,55948,5038,4283,7900,54671,20977
"E12000008","South East",,,"E06000042","Milton Keynes",,,1956780,212247,226519,1518015,52605,4035,43130,5252,85010,17857
"E12000008","South East",,,"E06000043","Brighton and Hove",,,2259272,276238,230449,1752585,77388,3570,44386,5192,105154,16667
"E12000008","South East",,,"E06000044","Portsmouth",,,1531742,289231,68659,1173852,75042,3854,10342,6639,76779,15289
"E12000008","South East",,,"E06000045","Southampton",,,1717095,335845,129582,1251669,84047,3996,16477,7864,77662,16117
"E12000008","South East",,,"E06000046","Isle of Wight",,,1167459,221030,93397,853032,54797,4034,12265,7615,51704,16498
"E12000008","South East","E10000002","Buckinghamshire","E07000004","Aylesbury Vale",,,1349231,178693,185064,985473,40721,4388,28031,6602,50556,19493
"E12000008","South East","E10000002","Buckinghamshire","E07000005","Chiltern",,,1028528,151964,61603,814961,29092,5224,8595,7167,32711,24914
"E12000008","South East","E10000002","Buckinghamshire","E07000006","South Bucks",,,752191,140207,17070,594914,24779,5658,1858,9187,23567,25244
"E12000008","South East","E10000002","Buckinghamshire","E07000007","Wycombe",,,1565386,281002,76677,1207707,58184,4830,9857,7779,56040,21551
"E12000008","South East","E10000011","East Sussex","E07000061","Eastbourne",,,801762,100134,82976,618652,29778,3363,15758,5266,38151,16216
"E12000008","South East","E10000011","East Sussex","E07000062","Hastings",,,748925,89253,83324,576348,24734,3609,15953,5223,34590,16662
"E12000008","South East","E10000011","East Sussex","E07000063","Lewes",,,814278,102408,98495,613376,25977,3942,15766,6247,33631,18238
"E12000008","South East","E10000011","East Sussex","E07000064","Rother",,,811394,102162,114473,594759,25704,3975,17011,6729,30304,19626
"E12000008","South East","E10000011","East Sussex","E07000065","Wealden",,,1228397,165390,177277,885730,37856,4369,24418,7260,44315,19987
"E12000008","South East","E10000014","Hampshire","E07000084","Basingstoke and Deane",,,1255398,279027,57854,918517,60151,4639,7011,8252,51554,17817
"E12000008","South East","E10000014","Hampshire","E07000085","East Hampshire",,,1015128,211309,49640,754179,42231,5004,5765,8611,36374,20734
"E12000008","South East","E10000014","Hampshire","E07000086","Eastleigh",,,1048838,198711,30092,820035,45803,4338,4386,6861,45529,18011
"E12000008","South East","E10000014","Hampshire","E07000087","Fareham",,,966486,186536,27982,751968,42409,4399,4163,6722,42406,17733
"E12000008","South East","E10000014","Hampshire","E07000088","Gosport",,,608686,119364,40193,449128,30123,3963,5899,6814,29173,15395
"E12000008","South East","E10000014","Hampshire","E07000089","Hart",,,880099,166547,22813,690739,32927,5058,3051,7477,31529,21908
"E12000008","South East","E10000014","Hampshire","E07000090","Havant",,,1054661,203532,35467,815662,47392,4295,5286,6710,47478,17180
"E12000008","South East","E10000014","Hampshire","E07000091","New Forest",,,1599094,315425,66509,1217160,70704,4461,8555,7774,65042,18713
"E12000008","South East","E10000014","Hampshire","E07000092","Rushmoor",,,754831,136512,20927,597392,32371,4217,3276,6388,32137,18589
"E12000008","South East","E10000014","Hampshire","E07000093","Test Valley",,,830752,202714,57055,570983,42228,4800,6327,9018,32005,17840
"E12000008","South East","E10000014","Hampshire","E07000094","Winchester",,,931992,195928,51624,684439,41032,4775,6117,8439,34824,19654
"E12000008","South East","E10000016","Kent","E07000105","Ashford",,,835313,122508,107478,605326,29425,4163,17115,6280,34884,17353
"E12000008","South East","E10000016","Kent","E07000106","Canterbury",,,1263927,162037,101309,1000580,42273,3833,17779,5698,53702,18632
"E12000008","South East","E10000016","Kent","E07000107","Dartford",,,788365,126595,44126,617644,30540,4145,7432,5937,34480,17913
"E12000008","South East","E10000016","Kent","E07000108","Dover",,,929831,121920,79874,728036,34008,3585,14352,5565,41766,17431
"E12000008","South East","E10000016","Kent","E07000109","Gravesham",,,832772,113867,62405,656500,28436,4004,11383,5482,36144,18163
"E12000008","South East","E10000016","Kent","E07000110","Maidstone",,,1266340,168857,123639,973845,40643,4155,20393,6063,52090,18695
"E12000008","South East","E10000016","Kent","E07000111","Sevenoaks",,,1071970,147022,114039,810910,30683,4792,16063,7099,37370,21699
"E12000008","South East","E10000016","Kent","E07000112","Shepway",,,885532,109168,100683,675680,29359,3718,17332,5809,38142,17715
"E12000008","South East","E10000016","Kent","E07000113","Swale",,,1090667,147066,98459,845143,36205,4062,17272,5700,48240,17520
"E12000008","South East","E10000016","Kent","E07000114","Thanet",,,1227251,148886,106373,971992,41191,3615,19992,5321,55304,17575
"E12000008","South East","E10000016","Kent","E07000115","Tonbridge and Malling",,,1013310,137314,89498,786498,31851,4311,14131,6333,41258,19063
"E12000008","South East","E10000016","Kent","E07000116","Tunbridge Wells",,,953797,116879,123473,713444,27284,4284,18358,6726,34956,20410
"E12000008","South East","E10000025","Oxfordshire","E07000177","Cherwell",,,1026359,214396,82860,729103,44853,4780,10264,8073,40948,17806
"E12000008","South East","E10000025","Oxfordshire","E07000178","Oxford",,,1169516,199667,50287,919562,48485,4118,7205,6979,50210,18314
"E12000008","South East","E10000025","Oxfordshire","E07000179","South Oxfordshire",,,1150042,237698,91731,820614,46355,5128,10870,8439,40766,20130
"E12000008","South East","E10000025","Oxfordshire","E07000180","Vale of White Horse",,,1013719,206993,57589,749137,43841,4721,6663,8643,38368,19525
"E12000008","South East","E10000025","Oxfordshire","E07000181","West Oxfordshire",,,811109,182161,59831,569116,38244,4763,6782,8822,28689,19837
"E12000008","South East","E10000030","Surrey","E07000207","Elmbridge",,,1454571,211267,81215,1162090,41047,5147,11725,6927,48475,23973
"E12000008","South East","E10000030","Surrey","E07000208","Epsom and Ewell",,,755041,101791,35324,617926,22800,4465,6041,5847,27375,22573
"E12000008","South East","E10000030","Surrey","E07000209","Guildford",,,1321827,190566,92778,1038483,40822,4668,13886,6681,49394,21024
"E12000008","South East","E10000030","Surrey","E07000210","Mole Valley",,,896449,115957,73506,706986,23906,4851,10426,7050,30390,23264
"E12000008","South East","E10000030","Surrey","E07000211","Reigate and Banstead",,,1373535,173482,96365,1103688,38153,4547,15539,6201,50149,22008
"E12000008","South East","E10000030","Surrey","E07000212","Runnymede",,,749437,122420,46193,580825,25386,4822,6935,6661,27617,21031
"E12000008","South East","E10000030","Surrey","E07000213","Spelthorne",,,894574,154852,35775,703947,35171,4403,5085,7035,35730,19702
"E12000008","South East","E10000030","Surrey","E07000214","Surrey Heath",,,896220,160673,19170,716376,31492,5102,2657,7215,31436,22788
"E12000008","South East","E10000030","Surrey","E07000215","Tandridge",,,847773,112222,72487,663065,23139,4850,9946,7288,28446,23310
"E12000008","South East","E10000030","Surrey","E07000216","Waverley",,,1266267,220435,54166,991666,43872,5024,6763,8009,43030,23046
"E12000008","South East","E10000030","Surrey","E07000217","Woking",,,888882,119480,77896,691505,25974,4600,12850,6062,33437,20681
"E12000008","South East","E10000032","West Sussex","E07000223","Adur",,,523340,57378,68428,397534,15175,3781,11894,5753,23798,16705
"E12000008","South East","E10000032","West Sussex","E07000224","Arun",,,1371522,213293,100157,1058071,52570,4057,15980,6268,57457,18415
"E12000008","South East","E10000032","West Sussex","E07000225","Chichester",,,911965,208445,83855,619666,43862,4752,9749,8601,33089,18727
"E12000008","South East","E10000032","West Sussex","E07000226","Crawley",,,827277,101038,68985,657254,26505,3812,13828,4989,38315,17154
"E12000008","South East","E10000032","West Sussex","E07000227","Horsham",,,1068425,157968,133756,776702,35327,4472,18838,7100,39652,19588
"E12000008","South East","E10000032","West Sussex","E07000228","Mid Sussex",,,1204789,153620,127503,923666,36109,4254,19804,6438,45960,20097
"E12000008","South East","E10000032","West Sussex","E07000229","Worthing",,,926815,106038,107305,713472,27635,3837,19137,5607,39988,17842
"E12000009","South West",,,"E06000022","Bath and North East Somerset",,,1508311,272841,93100,1142369,64407,4236,12421,7495,60076,19015
"E12000009","South West",,,"E06000023","Bristol, City of",,,3441041,603571,159772,2677698,157399,3835,23356,6841,153776,17413
"E12000009","South West",,,"E06000024","North Somerset",,,1686306,319546,82121,1284639,76158,4196,10834,7580,71777,17898
"E12000009","South West",,,"E06000025","South Gloucestershire",,,1995812,374926,124589,1496298,85945,4362,15982,7796,86332,17332
"E12000009","South West",,,"E06000026","Plymouth",,,1922013,377945,89255,1454813,97443,3879,14299,6242,97405,14936
"E12000009","South West",,,"E06000027","Torbay",,,1149779,203162,72544,874073,50867,3994,10532,6888,50203,17411
"E12000009","South West",,,"E06000028","Bournemouth",,,1569762,273519,97017,1199226,68469,3995,13841,7009,67470,17774
"E12000009","South West",,,"E06000029","Poole",,,1347919,245703,47715,1054501,59022,4163,6631,7196,58678,17971
"E12000009","South West",,,"E06000030","Swindon",,,1665544,311624,60194,1293726,76004,4100,8389,7175,74269,17419
"E12000009","South West",,,"E06000052","Cornwall",,,3175997,735706,665375,1774915,166845,4410,78015,8529,111704,15889
"E12000009","South West",,,"E06000053","Isles of Scilly",,,8763,4505,4258,.,752,5991,399,10671,.,.
"E12000009","South West",,,"E06000054","Wiltshire",,,3332237,758215,326376,2247645,162526,4665,35539,9184,122516,18346
"E12000009","South West","E10000008","Devon","E07000040","East Devon",,,1055198,207475,94919,752803,51113,4059,11405,8323,42324,17787
"E12000009","South West","E10000008","Devon","E07000041","Exeter",,,849813,157637,50816,641360,41353,3812,7700,6599,41351,15510
"E12000009","South West","E10000008","Devon","E07000042","Mid Devon",,,444984,112869,62798,269317,24748,4561,6958,9025,16547,16276
"E12000009","South West","E10000008","Devon","E07000043","North Devon",,,668557,139778,67607,461172,32911,4247,8201,8244,27014,17072
"E12000009","South West","E10000008","Devon","E07000044","South Hams",,,612119,134750,96611,380759,31476,4281,11355,8508,22335,17048
"E12000009","South West","E10000008","Devon","E07000045","Teignbridge",,,951232,194477,85769,670985,45531,4271,10652,8052,39240,17100
"E12000009","South West","E10000008","Devon","E07000046","Torridge",,,361548,94366,57603,209578,21583,4372,6723,8568,13048,16062
"E12000009","South West","E10000008","Devon","E07000047","West Devon",,,317458,81130,43937,192391,17694,4585,5014,8763,10590,18167
"E12000009","South West","E10000009","Dorset","E07000048","Christchurch",,,450017,79973,19769,350274,20049,3989,2809,7038,20054,17467
"E12000009","South West","E10000009","Dorset","E07000049","East Dorset",,,838192,158996,35203,643994,34041,4671,4390,8019,31359,20536
"E12000009","South West","E10000009","Dorset","E07000050","North Dorset",,,459792,113157,46618,300016,24838,4556,5270,8846,16943,17707
"E12000009","South West","E10000009","Dorset","E07000051","Purbeck",,,387319,77468,27240,282611,18705,4142,3363,8100,16386,17247
"E12000009","South West","E10000009","Dorset","E07000052","West Dorset",,,716069,162181,97592,456296,38421,4221,10876,8973,27429,16636
"E12000009","South West","E10000009","Dorset","E07000053","Weymouth and Portland",,,537978,101164,25577,411238,26401,3832,3820,6696,25727,15985
"E12000009","South West","E10000013","Gloucestershire","E07000078","Cheltenham",,,1001853,154553,73967,773333,37182,4157,10644,6949,45010,17181
"E12000009","South West","E10000013","Gloucestershire","E07000079","Cotswold",,,677797,150902,88413,438482,30045,5023,8937,9893,21537,20359
"E12000009","South West","E10000013","Gloucestershire","E07000080","Forest of Dean",,,543011,121789,71996,349227,25474,4781,7792,9240,18976,18404
"E12000009","South West","E10000013","Gloucestershire","E07000081","Gloucester",,,954126,164277,58601,731248,37422,4390,8746,6700,44215,16538
"E12000009","South West","E10000013","Gloucestershire","E07000082","Stroud",,,960313,164070,93252,702991,34515,4754,10911,8547,36974,19013
"E12000009","South West","E10000013","Gloucestershire","E07000083","Tewkesbury",,,656320,118200,54154,483966,25151,4700,6914,7832,27758,17435
"E12000009","South West","E10000027","Somerset","E07000187","Mendip",,,802167,172875,61436,567856,39425,4385,7257,8466,31875,17815
"E12000009","South West","E10000027","Somerset","E07000188","Sedgemoor",,,748689,171214,87061,490414,37880,4520,10581,8228,29778,16469
"E12000009","South West","E10000027","Somerset","E07000189","South Somerset",,,1068991,246460,141939,680592,54942,4486,16305,8705,40223,16920
"E12000009","South West","E10000027","Somerset","E07000190","Taunton Deane",,,804684,158912,72413,573358,38098,4171,9021,8027,34575,16583
"E12000009","South West","E10000027","Somerset","E07000191","West Somerset",,,221556,50604,47113,123839,11843,4273,5217,9031,7274,17025
,,,,"W06000001","Isle of Anglesey",,,433828,118403,60919,254506,26786,4420,6174,9867,14412,17659
,,,,"W06000002","Gwynedd",,,779979,185431,131334,463214,45024,4118,14184,9259,27343,16941
,,,,"W06000003","Conwy",,,1023530,186463,53906,783161,46777,3986,6446,8363,42488,18433
,,,,"W06000004","Denbighshire",,,777228,155950,44843,576436,36963,4219,4841,9263,31336,18395
,,,,"W06000005","Flintshire",,,1213988,248476,46260,919253,57975,4286,4867,9505,48606,18912
,,,,"W06000006","Wrexham",,,1086386,201966,49322,835098,49889,4048,5558,8874,45064,18531
,,,,"W06000008","Ceredigion",,,325846,91125,94774,139947,21541,4230,9821,9650,7756,18044
,,,,"W06000009","Pembrokeshire",,,816538,182391,82534,551612,45379,4019,9916,8323,30845,17883
,,,,"W06000010","Carmarthenshire",,,1229331,270263,67619,891449,70290,3845,7602,8895,45448,19615
,,,,"W06000011","Swansea",,,2190982,356115,43050,1791816,97791,3642,5847,7363,92846,19299
,,,,"W06000012","Neath Port Talbot",,,1310414,215629,15244,1079541,59961,3596,2128,7163,55186,19562
,,,,"W06000013","Bridgend",,,1321517,210576,17300,1093641,56124,3752,2499,6923,55604,19668
,,,,"W06000014","The Vale of Glamorgan",,,1122489,200553,29739,892197,49839,4024,4119,7220,47648,18725
,,,,"W06000015","Cardiff",,,2881279,486141,75948,2319191,128057,3796,11326,6706,128174,18094
,,,,"W06000016","Rhondda, Cynon, Taff",,,2334563,357801,21592,1955169,100408,3563,2816,7668,98000,19951
,,,,"W06000018","Caerphilly",,,1703999,264401,12739,1426860,72322,3656,1643,7753,70558,20223
,,,,"W06000019","Blaenau Gwent",,,760941,105947,4418,650576,30548,3468,559,7903,29769,21854
,,,,"W06000020","Torfaen",,,872448,140144,10946,721358,37130,3774,1586,6902,37418,19278
,,,,"W06000021","Monmouthshire",,,705582,143432,39530,522620,33836,4239,4648,8505,27425,19056
,,,,"W06000022","Newport",,,1285785,216354,28229,1041202,56615,3821,3876,7283,56002,18592
,,,,"W06000023","Powys",,,765665,197345,99052,469268,47414,4162,10297,9619,25366,18500
,,,,"W06000024","Merthyr Tydfil",,,601864,87126,4184,510554,24756,3519,545,7677,24448,20883